solar_kw,wind_kw,total_renewable_kw,electrolyzer_eff,operating_hours,water_availability,ambient_temp_c,electricity_price,elz_type_pem,elz_type_alkaline,elz_type_soec,renewable_x_eff,solar_fraction,h2_output_kg_day
30.592292079237232,46.50515151034957,77.0974435895868,0.6838095640391112,10.22023471522823,0.655249403109748,20.07899552521544,0.08797873227772396,1,0,0,52.71996928952532,0.3968003432395156,2.390561062391203
56273.96106783932,17294.751846288418,73568.71291412774,0.723358766023917,3.2839597147174224,0.7398053618869521,-23.12984872041405,0.27908007486939085,1,0,0,53216.57339153125,0.7649170257134236,483.2120848264713
4737.672596995799,297.64649375891736,5035.319090754716,0.7344131087294035,16.16571413919239,0.827484713446975,33.74155006734471,0.1084164439871527,0,1,0,3698.0043468856843,0.9408882558594108,322.7319191811418
18.88644168991126,44.12615417757439,63.01259586748565,0.7289002733657168,19.539783218059856,0.9423000627284205,38.40047067264327,0.044793839762370384,1,0,0,45.92989835329373,0.2997248634166588,7.111493191284858
21.16168010212989,30.940144819427275,52.10182492155717,0.8250882917851786,23.34047543326906,0.8941884825944053,-1.5884893937444966,0.1340812118116232,1,0,0,42.988605723418054,0.40616005550650547,6.245982062293713
24.983919111843864,19.454912272497126,44.438831384340986,0.7743297778735333,4.445061523830789,0.7090663755776571,-24.285030667837358,0.2527878157202601,1,0,0,34.41031043479616,0.5622091835800953,0.6987033383200879
26.290542867385945,35.65330536571321,61.94384823309915,0.6390789664315939,14.725189246848075,0.7469612344687442,28.099770659423218,0.17201806200007522,0,1,0,39.58701050560452,0.4244254048998174,2.1154229440808545
2402.634629266624,2658.902034259891,5061.5366635265145,0.6692401143064106,18.771520103584745,0.6594449355490724,4.423611221197657,0.19384149895992564,1,0,0,3387.383375264573,0.4746848218210161,253.05588244283757
1198.5832662285175,1735.2219051570619,2933.8051713855793,0.8421153380757934,1.7483162569001849,0.8912200532108698,-11.424380332991756,0.012662814686854935,1,0,0,2470.602333749878,0.40854221606762314,19.526445652891432
2380.570686193056,53.004377119144294,2433.5750633122007,0.7924435300645104,19.242337456651214,0.8261720328182867,9.150979891099139,0.1034930318317506,1,0,0,1928.4708138480846,0.9782195429603872,130.4913051121296
90.82234557215209,11.122582511901241,101.94492808405333,0.6653047481862521,11.649444243241751,0.746934109825933,-17.6643448671132,0.10702129370019331,1,0,0,67.82444470782667,0.8908961659894379,3.3582306861611686
46949.32707948614,45253.64173403955,92202.96881352569,0.6826169507419371,15.30802401994506,0.4834869666085756,44.06972719844097,0.056889394432345405,0,1,0,62939.30942084282,0.5091953945044655,3601.5203557843106
895.2407967448892,558.7955550156438,1454.0363517605329,0.6577248612846913,12.3323832037596,0.8902783278030812,-12.298866626083424,0.03005465263837342,1,0,0,956.3558577645952,0.615693545529959,74.0703925891442
92.4995454096635,20.9499240982133,113.4494695078768,0.7798908315631905,19.10148580279505,0.9016275665137863,23.0615017947446,0.023819654473964277,0,0,1,88.47820111490086,0.8153369584794864,17.056766630388726
